measure,location,sex,age,cause,metric,year,val,upper,lower
Prevalence,Europe,Both,15 to 19,Drug use disorders,Percent,1990,0.02350845972205264,0.032567997757891806,0.01746084741610791
Prevalence,Europe,Both,20 to 24,Drug use disorders,Percent,1990,0.029541084391796032,0.03649834357795844,0.023652522890257648
Prevalence,Europe,Both,25 to 29,Drug use disorders,Percent,1990,0.023847956336756914,0.02848883957315873,0.019224123201148045
Prevalence,Europe,Both,30 to 34,Drug use disorders,Percent,1990,0.015288652487224977,0.018370521037614322,0.012332275211158726
Prevalence,Europe,Both,35 to 39,Drug use disorders,Percent,1990,0.010298213470211643,0.012271049210045392,0.008542175340251095
Prevalence,Europe,Both,40 to 44,Drug use disorders,Percent,1990,0.007760461064716717,0.009360893403436642,0.006350295749468425
Prevalence,Europe,Both,45 to 49,Drug use disorders,Percent,1990,0.006089638168722347,0.0073476484196770605,0.00496573309403407
Prevalence,Europe,Both,50 to 54,Drug use disorders,Percent,1990,0.004868146093280246,0.005866907693302017,0.003975385009671193
Prevalence,Europe,Both,55 to 59,Drug use disorders,Percent,1990,0.003450634122032153,0.004145228926263891,0.0028569896659343622
Prevalence,Europe,Both,60 to 64,Drug use disorders,Percent,1990,0.0023688645231337464,0.0028983546364166925,0.0019095835037462045
Prevalence,Europe,Both,65 to 69,Drug use disorders,Percent,1990,0.0016582469516380263,0.0020532230680501517,0.0013419948249411013
Prevalence,Europe,Both,70 to 74,Drug use disorders,Percent,1990,0.001244965705549316,0.0015968548889160417,0.0009624535892708044
Prevalence,Europe,Both,75 to 79,Drug use disorders,Percent,1990,0.0009556629670239529,0.0012424224179089357,0.0007305833574209921
Prevalence,Europe,Both,80 to 84,Drug use disorders,Percent,1990,0.0008357827534075174,0.0010905546738258177,0.000615720247104246
Prevalence,Europe,Both,85 to 89,Drug use disorders,Percent,1990,0.0008550202098066764,0.001139586533886355,0.0006152176562778614
Prevalence,Europe,Both,90 to 94,Drug use disorders,Percent,1990,0.0010200903840630767,0.0014303964345665158,0.000717405361817444
Prevalence,Europe,Both,95 plus,Drug use disorders,Percent,1990,0.0015766159195710274,0.0022438751624984416,0.0010695538597900536
Prevalence,Europe,Both,15 to 19,Substance use disorders,Percent,1990,0.03563535389766942,0.04507623999883471,0.0279657182286547
Prevalence,Europe,Both,20 to 24,Substance use disorders,Percent,1990,0.06342525520263323,0.07844085074614615,0.05068421636933734
Prevalence,Europe,Both,25 to 29,Substance use disorders,Percent,1990,0.06508382573075513,0.07773345279194847,0.05419981562561301
Prevalence,Europe,Both,30 to 34,Substance use disorders,Percent,1990,0.05890313526514111,0.07243856727010829,0.047659572563737755
Prevalence,Europe,Both,35 to 39,Substance use disorders,Percent,1990,0.053585352405110295,0.06298783485979534,0.04472566709915796
Prevalence,Europe,Both,40 to 44,Substance use disorders,Percent,1990,0.048159304131628715,0.057781200149366614,0.038713186134375424
Prevalence,Europe,Both,45 to 49,Substance use disorders,Percent,1990,0.041244818479930806,0.048628700871264016,0.034870460619044856
Prevalence,Europe,Both,50 to 54,Substance use disorders,Percent,1990,0.038081516392084666,0.04662998628057086,0.0310656838696745
Prevalence,Europe,Both,55 to 59,Substance use disorders,Percent,1990,0.03384450284218178,0.03962439467279084,0.028175688983915304
Prevalence,Europe,Both,60 to 64,Substance use disorders,Percent,1990,0.03149122258819324,0.038983445839035576,0.024725973110107338
Prevalence,Europe,Both,65 to 69,Substance use disorders,Percent,1990,0.02383839577879791,0.028786857797714456,0.019948735117955523
Prevalence,Europe,Both,70 to 74,Substance use disorders,Percent,1990,0.019732941258026878,0.024402638002470427,0.01575679355877331
Prevalence,Europe,Both,75 to 79,Substance use disorders,Percent,1990,0.015985428202441556,0.01930803398042271,0.013148811894119606
Prevalence,Europe,Both,80 to 84,Substance use disorders,Percent,1990,0.012562170650551733,0.015786483866571523,0.009798923127593236
Prevalence,Europe,Both,85 to 89,Substance use disorders,Percent,1990,0.011584501077795017,0.01468443393002441,0.009062096681624731
Prevalence,Europe,Both,90 to 94,Substance use disorders,Percent,1990,0.012564968583023865,0.016885666147098348,0.009471221780177515
Prevalence,Europe,Both,95 plus,Substance use disorders,Percent,1990,0.01698998180299188,0.025194537558622287,0.012208918317232838
Prevalence,United States of America,Both,15 to 19,Drug use disorders,Percent,1990,0.05418266157974422,0.0770088657132383,0.0390822554303025
Prevalence,United States of America,Both,20 to 24,Drug use disorders,Percent,1990,0.06981473699922047,0.0865533459411452,0.05636301927802334
Prevalence,United States of America,Both,25 to 29,Drug use disorders,Percent,1990,0.0552038081410811,0.06689276735722893,0.044627461722414025
Prevalence,United States of America,Both,30 to 34,Drug use disorders,Percent,1990,0.03539317800402493,0.043008630064423736,0.028679364592490424
Prevalence,United States of America,Both,35 to 39,Drug use disorders,Percent,1990,0.02409141180099328,0.029048303949770718,0.0197896092407557
Prevalence,United States of America,Both,40 to 44,Drug use disorders,Percent,1990,0.01793742089050421,0.021881890817011952,0.014683856647461012
Prevalence,United States of America,Both,45 to 49,Drug use disorders,Percent,1990,0.01367350477368647,0.016981004320935376,0.011064618300066139
Prevalence,United States of America,Both,50 to 54,Drug use disorders,Percent,1990,0.01033985427183014,0.01242101629970005,0.008394456762433842
Prevalence,United States of America,Both,55 to 59,Drug use disorders,Percent,1990,0.0074494272472913235,0.009037641957599792,0.006065383456942216
Prevalence,United States of America,Both,60 to 64,Drug use disorders,Percent,1990,0.00519951757395347,0.006378217248054058,0.004149417639831104
Prevalence,United States of America,Both,65 to 69,Drug use disorders,Percent,1990,0.004143769153819245,0.005203592914462633,0.0032550629073066564
Prevalence,United States of America,Both,70 to 74,Drug use disorders,Percent,1990,0.0034986729926272443,0.004490644755156292,0.0026981559100205696
Prevalence,United States of America,Both,75 to 79,Drug use disorders,Percent,1990,0.0031166219964469154,0.004107960586336628,0.002393906646060594
Prevalence,United States of America,Both,80 to 84,Drug use disorders,Percent,1990,0.0029023197648063432,0.0038268796404536615,0.0021369593746998843
Prevalence,United States of America,Both,85 to 89,Drug use disorders,Percent,1990,0.0027510113483029076,0.003661290971581157,0.0020185171061521436
Prevalence,United States of America,Both,90 to 94,Drug use disorders,Percent,1990,0.0026712429996243155,0.003829544658200187,0.0018467252650559386
Prevalence,United States of America,Both,95 plus,Drug use disorders,Percent,1990,0.0028911547150604166,0.004191952991470508,0.001997280741916945
Prevalence,United States of America,Both,15 to 19,Substance use disorders,Percent,1990,0.07533380301885942,0.09726208786112657,0.05859372859457735
Prevalence,United States of America,Both,20 to 24,Substance use disorders,Percent,1990,0.12585881628325357,0.15094661410380095,0.10454308440647647
Prevalence,United States of America,Both,25 to 29,Substance use disorders,Percent,1990,0.11423058276747552,0.13433648982238025,0.09648911902066466
Prevalence,United States of America,Both,30 to 34,Substance use disorders,Percent,1990,0.08949554687973017,0.10848148066944077,0.07277443237747293
Prevalence,United States of America,Both,35 to 39,Substance use disorders,Percent,1990,0.07381629774240538,0.08685396706142584,0.06161552425504114
Prevalence,United States of America,Both,40 to 44,Substance use disorders,Percent,1990,0.06251043741563102,0.07662051246899473,0.04904281613322411
Prevalence,United States of America,Both,45 to 49,Substance use disorders,Percent,1990,0.05174746199479811,0.06158652531554687,0.04276278556881446
Prevalence,United States of America,Both,50 to 54,Substance use disorders,Percent,1990,0.041997873744634456,0.05383631799343299,0.03348250534040479
Prevalence,United States of America,Both,55 to 59,Substance use disorders,Percent,1990,0.0348175543556226,0.04192269354412881,0.028756738224973866
Prevalence,United States of America,Both,60 to 64,Substance use disorders,Percent,1990,0.028352548909843237,0.03628953056662685,0.021864030427788957
Prevalence,United States of America,Both,65 to 69,Substance use disorders,Percent,1990,0.022520125988624268,0.027925142607687532,0.018276177984036752
Prevalence,United States of America,Both,70 to 74,Substance use disorders,Percent,1990,0.017390167413364785,0.022049692679568966,0.013688483061543714
Prevalence,United States of America,Both,75 to 79,Substance use disorders,Percent,1990,0.01440169799185157,0.017657764568631447,0.011561750483551802
Prevalence,United States of America,Both,80 to 84,Substance use disorders,Percent,1990,0.012868873738429749,0.01618823266978325,0.010096647874440822
Prevalence,United States of America,Both,85 to 89,Substance use disorders,Percent,1990,0.01310722857494384,0.016491445871150933,0.010463883492479752
Prevalence,United States of America,Both,90 to 94,Substance use disorders,Percent,1990,0.014757786254364323,0.0195024329750848,0.011174143433797355
Prevalence,United States of America,Both,95 plus,Substance use disorders,Percent,1990,0.018460776849085165,0.026902967344685395,0.01309343469383215
Prevalence,Oceania,Both,15 to 19,Drug use disorders,Percent,1992,0.017356392117914676,0.03253937436055882,0.008358651163012874
Prevalence,Oceania,Both,20 to 24,Drug use disorders,Percent,1992,0.02192399764313229,0.032272444710219235,0.014575843929301842
